time, cpu%, mem%
16:35:52,0.0,0.7
16:35:53,6.9,0.7
16:35:54,0.0,0.7
16:35:55,4.0,0.7
16:35:56,0.0,0.7
16:35:57,3.0,0.7
16:35:58,3.0,0.7
16:35:59,9.0,0.7
16:36:00,0.0,0.7
16:36:01,8.0,0.7
16:36:02,0.0,0.7
16:36:03,0.0,0.7
16:36:04,0.0,0.7
16:36:05,11.0,0.7
16:36:06,1.0,0.7
16:36:07,3.0,0.7
16:36:08,0.0,0.7
16:36:09,0.0,0.7
16:36:10,1.0,0.7
16:36:11,0.0,0.7
16:36:12,2.0,0.7
16:36:13,0.0,0.7
16:36:14,8.0,0.7
16:36:15,0.0,0.7
16:36:16,2.0,0.7
16:36:17,9.0,0.7
16:36:18,0.0,0.7
16:36:19,8.0,0.7
16:36:20,0.0,0.7
16:36:21,0.0,0.7
16:36:22,2.0,0.7
16:36:23,0.0,0.7
16:36:24,0.0,0.7
16:36:25,0.0,0.7
16:36:26,0.0,0.7
16:36:27,0.0,0.7
16:36:28,11.0,0.7
16:36:29,0.0,0.7
16:36:30,0.0,0.7
16:36:31,14.9,0.7
16:36:32,0.0,0.7
16:36:33,0.0,0.7
16:36:34,0.0,0.7
16:36:35,1.0,0.7
16:36:36,0.0,0.7
16:36:37,0.0,0.7
16:36:38,15.0,0.7
16:36:39,0.0,0.7
16:36:40,1.0,0.7
16:36:41,0.0,0.7
16:36:42,0.0,0.7
16:36:43,11.0,0.7
16:36:44,0.0,0.7
16:36:45,0.0,0.7
16:36:46,2.0,0.7
16:36:47,0.0,0.7
16:36:48,0.0,0.7
16:36:49,0.0,0.7
16:36:50,11.0,0.7
16:36:51,0.0,0.7
16:36:52,0.0,0.7
16:36:53,0.0,0.7
16:36:54,0.0,0.7
16:36:55,0.0,0.7
16:36:56,0.0,0.7
16:36:57,1.0,0.7
16:36:58,0.0,0.7
16:36:59,0.0,0.7
16:37:00,0.0,0.7
16:37:01,0.0,0.7
16:37:02,0.0,0.7
16:37:03,19.0,0.7
16:37:04,0.0,0.7
16:37:05,0.0,0.7
16:37:06,3.0,0.7
16:37:07,0.0,0.7
16:37:08,1.0,0.7
16:37:09,1.0,0.7
16:37:10,0.0,0.7
16:37:11,0.0,0.7
16:37:12,0.0,0.7
16:37:13,0.0,0.7
16:37:14,2.0,0.7
16:37:15,1.0,0.7
16:37:16,0.0,0.7
16:37:17,0.0,0.7
16:37:18,0.0,0.7
16:37:19,13.9,0.7
16:37:20,0.0,0.7
16:37:21,0.0,0.7
16:37:22,5.0,0.7
16:37:23,0.0,0.7
16:37:24,0.0,0.7
16:37:25,3.0,0.7
16:37:26,0.0,0.7
16:37:27,1.0,0.7
16:37:28,0.0,0.7
16:37:29,0.0,0.7
16:37:30,9.0,0.7
16:37:31,1.0,0.7
16:37:32,0.0,0.7
16:37:33,0.0,0.7
16:37:34,0.0,0.7
16:37:35,0.0,0.7
16:37:36,7.0,0.7
16:37:37,0.0,0.7
16:37:38,0.0,0.7
16:37:39,1.0,0.7
16:37:40,0.0,0.7
16:37:41,0.0,0.7
16:37:42,0.0,0.7
16:37:43,0.0,0.7
16:37:44,16.8,0.7
16:37:45,1.0,0.7
16:37:46,10.0,0.7
16:37:47,4.0,0.7
16:37:48,0.0,0.7
16:37:49,11.0,0.7
16:37:50,1.0,0.7
16:37:51,0.0,0.7
16:37:52,0.0,0.7
16:37:53,10.0,0.7
16:37:54,1.0,0.7
16:37:55,0.0,0.7
16:37:56,5.0,0.7
16:37:57,3.0,0.7
16:37:58,0.0,0.7
16:37:59,1.0,0.7
16:38:00,0.0,0.7
16:38:01,21.0,0.7
16:38:02,0.0,0.7
16:38:03,0.0,0.7
16:38:04,0.0,0.7
16:38:05,4.0,0.7
16:38:06,0.0,0.7
16:38:07,0.0,0.7
16:38:08,14.0,0.7
16:38:09,0.0,0.7
16:38:10,14.0,0.7
16:38:11,1.0,0.7
16:38:12,0.0,0.7
16:38:13,0.0,0.7
16:38:14,0.0,0.7
16:38:15,0.0,0.7
16:38:16,2.0,0.7
16:38:17,7.0,0.7
16:38:18,0.0,0.7
16:38:19,0.0,0.7
16:38:20,0.0,0.7
16:38:21,0.0,0.7
16:38:22,13.0,0.7
16:38:23,0.0,0.7
16:38:24,1.0,0.7
16:38:25,1.0,0.7
16:38:26,0.0,0.7
16:38:27,6.0,0.7
16:38:28,0.0,0.7
16:38:29,0.0,0.7
16:38:30,1.0,0.7
16:38:31,1.0,0.7
16:38:32,0.0,0.7
16:38:33,22.0,0.7
16:38:34,0.0,0.7
16:38:35,1.0,0.7
16:38:36,0.0,0.7
16:38:37,0.0,0.7
16:38:38,1.0,0.7
16:38:39,0.0,0.7
16:38:40,0.0,0.7
16:38:41,1.0,0.7
16:38:42,0.0,0.7
16:38:43,0.0,0.7
16:38:44,10.0,0.7
16:38:45,4.0,0.7
16:38:46,0.0,0.7
16:38:47,1.0,0.7
16:38:48,1.0,0.7
16:38:49,0.0,0.7
16:38:50,0.0,0.7
16:38:51,0.0,0.7
16:38:52,0.0,0.7
16:38:53,0.0,0.7
16:38:54,1.0,0.7
16:38:55,0.0,0.7
16:38:56,0.0,0.7
16:38:57,26.0,0.7
16:38:58,0.0,0.7
16:38:59,0.0,0.7
16:39:00,1.0,0.7
16:39:01,0.0,0.7
16:39:02,1.0,0.7
16:39:03,0.0,0.7
16:39:04,1.0,0.7
16:39:05,1.0,0.7
16:39:06,6.0,0.7
16:39:07,1.0,0.7
16:39:08,0.0,0.7
16:39:09,0.0,0.7
16:39:10,0.0,0.7
16:39:11,1.0,0.7
16:39:12,0.0,0.7
16:39:13,8.0,0.7
16:39:14,0.0,0.7
16:39:15,14.0,0.7
16:39:16,1.0,0.7
16:39:17,1.0,0.7
16:39:18,15.0,0.7
16:39:19,28.0,0.7
16:39:20,18.0,0.7
16:39:21,11.0,0.7
16:39:22,20.0,0.7
16:39:23,2.0,0.7
16:39:24,4.0,0.7
16:39:25,36.0,0.7
16:39:26,2.0,0.7
16:39:27,0.0,0.7
16:39:28,14.0,0.7
16:39:29,31.0,0.7
16:39:30,21.0,0.7
16:39:31,1.0,0.7
16:39:32,22.8,0.7
16:39:33,14.0,0.7
